"variable" "value" "Succession" "Sucession_numeric" "Community"
"1" "nitrate reduction" 0.98920681460992 "Managed" 1 "Bacteria"
"2" "nitrate reduction" 0.95296823525317 "Managed" 1 "Bacteria"
"3" "nitrate reduction" 0.942094271455742 "Managed" 1 "Bacteria"
"4" "nitrate reduction" 0.695750967473601 "Managed" 1 "Bacteria"
"5" "nitrate reduction" 0.630486379582623 "Managed" 1 "Bacteria"
"6" "nitrate reduction" 0.914488605309327 "Managed" 1 "Bacteria"
"7" "nitrate reduction" 0.874153980547667 "Managed" 1 "Bacteria"
"8" "nitrate reduction" 0.763112304634865 "Managed" 1 "Bacteria"
"9" "nitrate reduction" 0.983744971657622 "Managed" 1 "Bacteria"
"10" "nitrate reduction" 0.994285352928194 "Managed" 1 "Bacteria"
"11" "nitrate reduction" 0.991949998831705 "Managed" 1 "Bacteria"
"12" "nitrate reduction" 0.595485022039729 "Managed" 1 "Bacteria"
"13" "nitrate reduction" 0.850139621969682 "Managed" 1 "Bacteria"
"14" "nitrate reduction" 0.915107933176771 "Managed" 1 "Bacteria"
"15" "nitrate reduction" 0.800812865158245 "Managed" 1 "Bacteria"
"16" "nitrate reduction" 0.755235595784233 "Managed" 1 "Bacteria"
"17" "nitrate reduction" 0.433267772522498 "Managed" 1 "Bacteria"
"18" "nitrate reduction" 0.4950692725575 "Managed" 1 "Bacteria"
"19" "nitrate reduction" 0.424123338106037 "Managed" 1 "Bacteria"
"20" "nitrate reduction" 0.418923197629449 "Managed" 1 "Bacteria"
"21" "nitrate reduction" 0.797213557620561 "Managed" 1 "Bacteria"
"22" "nitrate reduction" 0.773801070728002 "Managed" 1 "Bacteria"
"23" "nitrate reduction" 0.595049051453445 "Managed" 1 "Bacteria"
"24" "nitrate reduction" 0.736018145621497 "Managed" 1 "Bacteria"
"25" "nitrate reduction" 0.767417902969076 "Managed" 1 "Bacteria"
"26" "nitrate reduction" 0.70769515368793 "Managed" 1 "Bacteria"
"27" "nitrate reduction" 0.959522329601302 "Managed" 1 "Bacteria"
"28" "nitrate reduction" 0.94948216461533 "Managed" 1 "Bacteria"
"29" "nitrate reduction" 0.78693768056787 "Managed" 1 "Bacteria"
"30" "nitrate reduction" 0.952528601220885 "Managed" 1 "Bacteria"
"31" "nitrate reduction" 0.959604873823983 "Managed" 1 "Bacteria"
"32" "nitrate reduction" 0.947881097013125 "Managed" 1 "Bacteria"
"33" "nitrate reduction" 0.736442962218466 "Managed" 1 "Bacteria"
"34" "nitrate reduction" 0.708518206646457 "Managed" 1 "Bacteria"
"35" "nitrate reduction" 0.88422430810009 "Managed" 1 "Bacteria"
"36" "nitrate reduction" 0.88931553931047 "Managed" 1 "Bacteria"
"37" "nitrate reduction" 0.791429141388393 "Managed" 1 "Bacteria"
"38" "nitrate reduction" 0.96107598123324 "Managed" 1 "Bacteria"
"39" "nitrate reduction" 0.97698814822334 "Managed" 1 "Bacteria"
"40" "nitrate reduction" 0.974818707812892 "Managed" 1 "Bacteria"
"41" "nitrate reduction" 0.646976145600659 "Managed" 1 "Bacteria"
"42" "nitrate reduction" 0.811985156232737 "Managed" 1 "Bacteria"
"43" "nitrate reduction" 0.89501159286473 "Managed" 1 "Bacteria"
"44" "nitrate reduction" 0.762105927267967 "Managed" 1 "Bacteria"
"45" "nitrate reduction" 0.698430695784007 "Managed" 1 "Bacteria"
"46" "nitrate reduction" 0.501478822351245 "Managed" 1 "Bacteria"
"47" "nitrate reduction" 0.567289363627887 "Managed" 1 "Bacteria"
"48" "nitrate reduction" 0.497379500281132 "Managed" 1 "Bacteria"
"49" "nitrate reduction" 0.48620976669281 "Managed" 1 "Bacteria"
"50" "nitrate reduction" 0.80902978356994 "Managed" 1 "Bacteria"
"51" "nitrate reduction" 0.807683045524058 "Managed" 1 "Bacteria"
"52" "nitrate reduction" 0.612591309052016 "Managed" 1 "Bacteria"
"53" "nitrate reduction" 0.750173885634051 "Managed" 1 "Bacteria"
"54" "nitrate reduction" 0.777444582731386 "Managed" 1 "Bacteria"
"55" "nitrate reduction" 0.718474176034386 "Managed" 1 "Bacteria"
"56" "nitrate reduction" 0.945601267102111 "Managed" 1 "Bacteria"
"57" "nitrate reduction" 0.929583207029589 "Managed" 1 "Bacteria"
"58" "nitrate reduction" 0.795952422399859 "Managed" 1 "Bacteria"
"59" "nitrate reduction" 0.957507747959041 "Managed" 1 "Bacteria"
"60" "nitrate reduction" 0.998698984407162 "Managed" 1 "Bacteria"
"61" "nitrate reduction" 0.935870962381078 "Managed" 1 "Bacteria"
"62" "nitrate reduction" 0.707076899037522 "Managed" 1 "Bacteria"
"63" "nitrate reduction" 0.684261122195041 "Managed" 1 "Bacteria"
"64" "nitrate reduction" 0.907488731529463 "Managed" 1 "Bacteria"
"65" "nitrate reduction" 0.878436756887871 "Managed" 1 "Bacteria"
"66" "nitrate reduction" 0.771815633878921 "Managed" 1 "Bacteria"
"67" "nitrate reduction" 0.968089809550469 "Managed" 1 "Bacteria"
"68" "nitrate reduction" 0.986257747946662 "Managed" 1 "Bacteria"
"69" "nitrate reduction" 0.99135814485913 "Managed" 1 "Bacteria"
"70" "nitrate reduction" 0.611370986794405 "Managed" 1 "Bacteria"
"71" "nitrate reduction" 0.777552135813974 "Managed" 1 "Bacteria"
"72" "nitrate reduction" 0.900606578502363 "Managed" 1 "Bacteria"
"73" "nitrate reduction" 0.781700189011152 "Managed" 1 "Bacteria"
"74" "nitrate reduction" 0.693699609862623 "Managed" 1 "Bacteria"
"75" "nitrate reduction" 0.487448610938084 "Managed" 1 "Bacteria"
"76" "nitrate reduction" 0.528489257316867 "Managed" 1 "Bacteria"
"77" "nitrate reduction" 0.468276944408469 "Managed" 1 "Bacteria"
"78" "nitrate reduction" 0.464369848592546 "Managed" 1 "Bacteria"
"79" "nitrate reduction" 0.785776846351545 "Managed" 1 "Bacteria"
"80" "nitrate reduction" 0.785715357508412 "Managed" 1 "Bacteria"
"81" "nitrate reduction" 0.582213799261402 "Managed" 1 "Bacteria"
"82" "nitrate reduction" 0.752241676884723 "Managed" 1 "Bacteria"
"83" "nitrate reduction" 0.772153948910413 "Managed" 1 "Bacteria"
"84" "nitrate reduction" 0.710328718509088 "Managed" 1 "Bacteria"
"85" "nitrate reduction" 0.951461689415348 "Managed" 1 "Bacteria"
"86" "nitrate reduction" 0.9503673899055 "Managed" 1 "Bacteria"
"87" "nitrate reduction" 0.762671604848317 "Managed" 1 "Bacteria"
"88" "denitrification" 0.927903691720913 "Managed" 1 "Bacteria"
"89" "denitrification" 0.969552826269162 "Managed" 1 "Bacteria"
"90" "denitrification" 0.917404022353246 "Managed" 1 "Bacteria"
"91" "denitrification" 0.784370830375592 "Managed" 1 "Bacteria"
"92" "denitrification" 0.743689566512723 "Managed" 1 "Bacteria"
"93" "denitrification" 0.907657857359719 "Managed" 1 "Bacteria"
"94" "denitrification" 0.907694862414945 "Managed" 1 "Bacteria"
"95" "denitrification" 0.835206856170787 "Managed" 1 "Bacteria"
"96" "denitrification" 0.944482757198414 "Managed" 1 "Bacteria"
"97" "denitrification" 0.939483580028294 "Managed" 1 "Bacteria"
"98" "denitrification" 0.933572490770217 "Managed" 1 "Bacteria"
"99" "denitrification" 0.69935745598545 "Managed" 1 "Bacteria"
